"response","fixed1","fixed2","random","Age.filter","best.model","significant","p.value","sample.size","Rsq.R2m","Rsq.R2c","delta.aic"
"ANPP_woody","TempRangeAnnual","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,8.723e-05,80,0.393,0.6343,4.585
"ANPP_woody_stem","TempRangeAnnual","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,1.136e-13,281,0.2969,0.8238,3.349
"ANPP_woody_branch","TempRangeAnnual","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1577,99,0.0574,0.4928,1.337
"ANPP_woody","TempRangeAnnual","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,8.723e-05,80,0.393,0.6343,3.915
"ANPP_woody_stem","TempRangeAnnual","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,1.136e-13,281,0.2969,0.8238,4.069
"ANPP_woody_branch","TempRangeAnnual","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1577,99,0.0574,0.4928,1.337
"ANPP_woody","TempRangeAnnual","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,8.723e-05,80,0.393,0.6343,4.607
"ANPP_woody_stem","TempRangeAnnual","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,1.136e-13,281,0.2969,0.8238,3.807
"ANPP_woody_branch","TempRangeAnnual","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1577,99,0.0574,0.4928,1.337
"ANPP_woody","TempRangeAnnual","Aridity","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,8.723e-05,80,0.393,0.6343,4.181
"ANPP_woody_stem","TempRangeAnnual","Aridity","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.022e-13,281,0.3025,0.8173,2.411
"ANPP_woody_branch","TempRangeAnnual","Aridity","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1577,99,0.0574,0.4928,1.337
"ANPP_woody","TempRangeAnnual","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,8.723e-05,80,0.393,0.6343,4.498
"ANPP_woody_stem","TempRangeAnnual","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,1.136e-13,281,0.2969,0.8238,2.62
"ANPP_woody_branch","TempRangeAnnual","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1577,99,0.0574,0.4928,1.337
"ANPP_woody","TempRangeAnnual","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,8.723e-05,80,0.393,0.6343,4.599
"ANPP_woody_stem","TempRangeAnnual","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,1.136e-13,281,0.2969,0.8238,3.068
"ANPP_woody_branch","TempRangeAnnual","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1577,99,0.0574,0.4928,1.337
"ANPP_woody","AnnualPre","mat","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.0007693,56,0.3553,0.8148,1.259
"ANPP_woody_stem","AnnualPre","mat","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.74e-15,247,0.4044,0.8274,2.298
"ANPP_woody_branch","AnnualPre","mat","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.6865,64,0.01956,0.4228,2.122
"ANPP_woody","AnnualPre","map","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,0.0001289,55,0.496,0.8215,2.069
"ANPP_woody_stem","AnnualPre","map","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,6.528e-15,249,0.3364,0.8384,2.336
"ANPP_woody_branch","AnnualPre","map","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.6246,67,0.02559,0.4244,1.998
"ANPP_woody","AnnualPre","lat","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.01272,80,0.193,0.612,2.46
"ANPP_woody_stem","AnnualPre","lat","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.39e-14,281,0.3331,0.8107,3.284
"ANPP_woody_branch","AnnualPre","lat","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.4151,99,0.02755,0.5142,1.467
"ANPP_woody","AnnualPre","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.01272,80,0.193,0.612,2.149
"ANPP_woody_stem","AnnualPre","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,3.925e-14,281,0.292,0.8038,0.5303
"ANPP_woody_branch","AnnualPre","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.4151,99,0.02755,0.5142,1.467
"ANPP_woody","AnnualPre","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.003156,80,0.3115,0.6183,0.9214
"ANPP_woody_stem","AnnualPre","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,4.06e-14,281,0.3279,0.806,2.179
"ANPP_woody_branch","AnnualPre","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.4151,99,0.02755,0.5142,1.467
"ANPP_woody","AnnualPre","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,0.001716,80,0.3743,0.6175,0.9623
"ANPP_woody_stem","AnnualPre","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,3.925e-14,281,0.292,0.8038,0.01884
"ANPP_woody_branch","AnnualPre","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.4151,99,0.02755,0.5142,0.6493
"ANPP_woody","AnnualPre","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.01272,80,0.193,0.612,0.5599
"ANPP_woody_stem","AnnualPre","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.47e-14,281,0.3313,0.8053,3.215
"ANPP_woody_branch","AnnualPre","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.4151,99,0.02755,0.5142,1.467
"ANPP_woody","AnnualPre","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.01272,80,0.193,0.612,2.46
"ANPP_woody_stem","AnnualPre","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,3.925e-14,281,0.292,0.8038,3.338
"ANPP_woody_branch","AnnualPre","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.4151,99,0.02755,0.5142,1.467
"ANPP_woody","AnnualPre","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.01272,80,0.193,0.612,2.46
"ANPP_woody_stem","AnnualPre","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,3.925e-14,281,0.292,0.8038,2.613
"ANPP_woody_branch","AnnualPre","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.4151,99,0.02755,0.5142,1.467
"ANPP_woody","AnnualPre","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.01272,80,0.193,0.612,2.46
"ANPP_woody_stem","AnnualPre","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,3.925e-14,281,0.292,0.8038,3.767
"ANPP_woody_branch","AnnualPre","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.4151,99,0.02755,0.5142,1.467
"ANPP_woody","AnnualPre","Aridity","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,0.000271,80,0.4097,0.5893,7.659
"ANPP_woody_stem","AnnualPre","Aridity","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,3.925e-14,281,0.292,0.8038,3.835
"ANPP_woody_branch","AnnualPre","Aridity","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.4151,99,0.02755,0.5142,1.467
"ANPP_woody","AnnualPre","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.01272,80,0.193,0.612,2.46
"ANPP_woody_stem","AnnualPre","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,3.925e-14,281,0.292,0.8038,3.307
"ANPP_woody_branch","AnnualPre","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.4151,99,0.02755,0.5142,1.467
"ANPP_woody","AnnualPre","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.01272,80,0.193,0.612,2.46
"ANPP_woody_stem","AnnualPre","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.122e-13,281,0.3362,0.7982,0.05962
"ANPP_woody_branch","AnnualPre","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.4151,99,0.02755,0.5142,1.467
"ANPP_woody","AnnualPET","mat","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.003379,56,0.2403,0.7531,1.074
"ANPP_woody_stem","AnnualPET","mat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.64e-15,247,0.4012,0.8116,0.6825
"ANPP_woody_branch","AnnualPET","mat","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.6549,64,0.02386,0.4227,1.497
"ANPP_woody","AnnualPET","map","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.002739,55,0.2495,0.7618,0.5562
"ANPP_woody_stem","AnnualPET","map","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.77e-13,249,0.323,0.8287,2.176
"ANPP_woody_branch","AnnualPET","map","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.591,67,0.02967,0.4193,1.43
"ANPP_woody","AnnualPET","lat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.0007334,80,0.3199,0.5978,0.9983
"ANPP_woody_stem","AnnualPET","lat","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,9.287e-14,281,0.3457,0.7933,1.845
"ANPP_woody_branch","AnnualPET","lat","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5234,99,0.01776,0.5084,2.089
"ANPP_woody","AnnualPET","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,0.0006511,80,0.358,0.6022,0.8036
"ANPP_woody_stem","AnnualPET","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,4.718e-14,281,0.3478,0.788,6.01
"ANPP_woody_branch","AnnualPET","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5234,99,0.01776,0.5084,2.089
"ANPP_woody","AnnualPET","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.0001435,80,0.409,0.631,1.029
"ANPP_woody_stem","AnnualPET","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,5.23e-14,281,0.3546,0.7903,0.4068
"ANPP_woody_branch","AnnualPET","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5234,99,0.01776,0.5084,2.089
"ANPP_woody","AnnualPET","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,6.969e-05,80,0.432,0.6359,1.093
"ANPP_woody_stem","AnnualPET","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,3.694e-14,281,0.3412,0.7954,0.1866
"ANPP_woody_branch","AnnualPET","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5234,99,0.01776,0.5084,0.8352
"ANPP_woody","AnnualPET","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.001318,80,0.2283,0.5806,2.094
"ANPP_woody_stem","AnnualPET","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,3.943e-13,281,0.2929,0.7895,1.259
"ANPP_woody_branch","AnnualPET","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5234,99,0.01776,0.5084,2.089
"ANPP_woody","AnnualPET","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.001318,80,0.2283,0.5806,2.98
"ANPP_woody_stem","AnnualPET","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,3.943e-13,281,0.2929,0.7895,1.259
"ANPP_woody_branch","AnnualPET","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5234,99,0.01776,0.5084,2.089
"ANPP_woody","AnnualPET","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.001318,80,0.2283,0.5806,1.127
"ANPP_woody_stem","AnnualPET","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.909e-13,281,0.3324,0.7834,3.636
"ANPP_woody_branch","AnnualPET","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5234,99,0.01776,0.5084,2.089
"ANPP_woody","AnnualPET","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.001318,80,0.2283,0.5806,2.98
"ANPP_woody_stem","AnnualPET","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,4.128e-13,281,0.3296,0.7904,0.9335
"ANPP_woody_branch","AnnualPET","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5234,99,0.01776,0.5084,2.089
"ANPP_woody","AnnualPET","Aridity","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.001318,80,0.2283,0.5806,2.98
"ANPP_woody_stem","AnnualPET","Aridity","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,8.069e-13,281,0.3084,0.7759,0.6223
"ANPP_woody_branch","AnnualPET","Aridity","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5234,99,0.01776,0.5084,2.089
"ANPP_woody","AnnualPET","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.001318,80,0.2283,0.5806,2.98
"ANPP_woody_stem","AnnualPET","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,3.999e-14,281,0.3576,0.7921,4.177
"ANPP_woody_branch","AnnualPET","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5234,99,0.01776,0.5084,2.089
"ANPP_woody","AnnualPET","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.001318,80,0.2283,0.5806,2.98
"ANPP_woody_stem","AnnualPET","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.473e-14,281,0.3687,0.7857,8.978
"ANPP_woody_branch","AnnualPET","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5234,99,0.01776,0.5084,2.089
"ANPP_woody","AnnualWetDays","mat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.009077,56,0.2783,0.7565,0.8156
"ANPP_woody_stem","AnnualWetDays","mat","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,9.321e-14,247,0.3551,0.8232,0.4646
"ANPP_woody_branch","AnnualWetDays","mat","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5481,64,0.03043,0.4312,2.112
"ANPP_woody","AnnualWetDays","map","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.026,55,0.1966,0.7776,0.9162
"ANPP_woody_stem","AnnualWetDays","map","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,9.326e-12,249,0.2495,0.8675,7.948
"ANPP_woody_branch","AnnualWetDays","map","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5081,67,0.03272,0.4268,2.121
"ANPP_woody","AnnualWetDays","lat","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1982,80,0.06413,0.6177,0.2971
"ANPP_woody_stem","AnnualWetDays","lat","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,6.365e-15,281,0.3447,0.8282,7.21
"ANPP_woody_branch","AnnualWetDays","lat","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1925,99,0.05064,0.5077,2.196
"ANPP_woody","AnnualWetDays","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.04806,80,0.1568,0.607,1.459
"ANPP_woody_stem","AnnualWetDays","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,4.204e-11,281,0.2969,0.8217,4.927
"ANPP_woody_branch","AnnualWetDays","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1925,99,0.05064,0.5077,2.196
"ANPP_woody","AnnualWetDays","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.01452,80,0.2348,0.6105,0.4925
"ANPP_woody_stem","AnnualWetDays","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,3.713e-13,281,0.3093,0.8225,8.162
"ANPP_woody_branch","AnnualWetDays","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1925,99,0.05064,0.5077,2.196
"ANPP_woody","AnnualWetDays","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,0.004544,80,0.3139,0.6369,0.847
"ANPP_woody_stem","AnnualWetDays","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.894e-12,281,0.2859,0.8215,7.884
"ANPP_woody_branch","AnnualWetDays","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1925,99,0.05064,0.5077,2.196
"ANPP_woody","AnnualWetDays","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1982,80,0.06413,0.6177,0.2971
"ANPP_woody_stem","AnnualWetDays","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,9.879e-12,281,0.2586,0.8155,17.58
"ANPP_woody_branch","AnnualWetDays","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1925,99,0.05064,0.5077,2.196
"ANPP_woody","AnnualWetDays","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1982,80,0.06413,0.6177,0.4426
"ANPP_woody_stem","AnnualWetDays","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.467e-12,281,0.2768,0.8166,4.623
"ANPP_woody_branch","AnnualWetDays","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1925,99,0.05064,0.5077,2.196
"ANPP_woody","AnnualWetDays","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1982,80,0.06413,0.6177,0.2971
"ANPP_woody_stem","AnnualWetDays","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.689e-10,281,0.2717,0.8197,3.632
"ANPP_woody_branch","AnnualWetDays","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1925,99,0.05064,0.5077,2.196
"ANPP_woody","AnnualWetDays","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1982,80,0.06413,0.6177,0.313
"ANPP_woody_stem","AnnualWetDays","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.201e-10,281,0.2438,0.8264,9.579
"ANPP_woody_branch","AnnualWetDays","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1925,99,0.05064,0.5077,2.196
"ANPP_woody","AnnualWetDays","Aridity","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1982,80,0.06413,0.6177,0.2971
"ANPP_woody_stem","AnnualWetDays","Aridity","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,8.658e-11,281,0.1895,0.818,13.34
"ANPP_woody_branch","AnnualWetDays","Aridity","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1925,99,0.05064,0.5077,2.196
"ANPP_woody","AnnualWetDays","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.03623,80,0.152,0.6149,1.882
"ANPP_woody_stem","AnnualWetDays","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,5.561e-11,281,0.2139,0.8173,14.28
"ANPP_woody_branch","AnnualWetDays","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1925,99,0.05064,0.5077,2.196
"ANPP_woody","AnnualWetDays","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.02947,80,0.1414,0.6064,2.231
"ANPP_woody_stem","AnnualWetDays","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.097e-09,281,0.1953,0.8126,7.972
"ANPP_woody_branch","AnnualWetDays","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1925,99,0.05064,0.5077,2.196
"ANPP_woody","VapourPressure","mat","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,8.897e-05,56,0.554,0.8358,6.73
"ANPP_woody_stem","VapourPressure","mat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,2.339e-14,247,0.3463,0.8128,0.9814
"ANPP_woody_branch","VapourPressure","mat","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.6889,64,0.01815,0.4205,1.311
"ANPP_woody","VapourPressure","map","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.002943,55,0.3389,0.8234,2.553
"ANPP_woody_stem","VapourPressure","map","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,3.571e-11,249,0.3226,0.8492,0.6541
"ANPP_woody_branch","VapourPressure","map","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.6541,67,0.02095,0.417,0.9385
"ANPP_woody","VapourPressure","lat","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,0.00603,80,0.2875,0.6108,0.03177
"ANPP_woody_stem","VapourPressure","lat","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.4e-13,281,0.2956,0.8262,4.26
"ANPP_woody_branch","VapourPressure","lat","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.3672,99,0.02763,0.5023,1.899
"ANPP_woody","VapourPressure","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,0.0003283,80,0.4181,0.643,6.792
"ANPP_woody_stem","VapourPressure","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,4.028e-11,281,0.3,0.8187,6.072
"ANPP_woody_branch","VapourPressure","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.3672,99,0.02763,0.5023,1.899
"ANPP_woody","VapourPressure","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,0.0006523,80,0.4086,0.6476,4.308
"ANPP_woody_stem","VapourPressure","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.107e-11,281,0.2745,0.824,5.688
"ANPP_woody_branch","VapourPressure","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.3672,99,0.02763,0.5023,1.899
"ANPP_woody","VapourPressure","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,0.0006311,80,0.4103,0.6427,4.428
"ANPP_woody_stem","VapourPressure","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.354e-10,281,0.2706,0.8251,3.515
"ANPP_woody_branch","VapourPressure","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.3672,99,0.02763,0.5023,1.899
"ANPP_woody","VapourPressure","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.01042,80,0.2083,0.6199,1.328
"ANPP_woody_stem","VapourPressure","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.819e-11,281,0.3086,0.8129,5.112
"ANPP_woody_branch","VapourPressure","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.3672,99,0.02763,0.5023,1.899
"ANPP_woody","VapourPressure","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,0.0009911,80,0.3496,0.6655,4.264
"ANPP_woody_stem","VapourPressure","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.133e-12,281,0.3135,0.8161,3.172
"ANPP_woody_branch","VapourPressure","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.3672,99,0.02763,0.5023,1.899
"ANPP_woody","VapourPressure","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.01042,80,0.2083,0.6199,2.942
"ANPP_woody_stem","VapourPressure","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,3.224e-10,281,0.2678,0.8203,1.566
"ANPP_woody_branch","VapourPressure","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.3672,99,0.02763,0.5023,1.899
"ANPP_woody","VapourPressure","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.01042,80,0.2083,0.6199,0.6103
"ANPP_woody_stem","VapourPressure","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,4.614e-11,281,0.2966,0.818,2.919
"ANPP_woody_branch","VapourPressure","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.3672,99,0.02763,0.5023,1.357
"ANPP_woody","VapourPressure","Aridity","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.01042,80,0.2083,0.6199,2.069
"ANPP_woody_stem","VapourPressure","Aridity","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,3.296e-12,281,0.3165,0.8187,3.166
"ANPP_woody_branch","VapourPressure","Aridity","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.3672,99,0.02763,0.5023,1.899
"ANPP_woody","VapourPressure","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,0.002042,80,0.3355,0.642,2.588
"ANPP_woody_stem","VapourPressure","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.215e-12,281,0.3626,0.8296,4.492
"ANPP_woody_branch","VapourPressure","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.3672,99,0.02763,0.5023,1.899
"ANPP_woody","VapourPressure","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,0.005093,80,0.2913,0.647,0.4346
"ANPP_woody_stem","VapourPressure","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,7.479e-12,281,0.3443,0.8298,6.052
"ANPP_woody_branch","VapourPressure","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.3672,99,0.02763,0.5023,1.899
"ANPP_woody","SolarRadiation","mat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.003167,56,0.3571,0.7654,2.849
"ANPP_woody_stem","SolarRadiation","mat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,4.084e-14,247,0.38,0.8087,1.943
"ANPP_woody_branch","SolarRadiation","mat","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5425,64,0.02933,0.4269,2.329
"ANPP_woody","SolarRadiation","map","geographic.area/plot.name","age.greater.than.100","mod.linear",FALSE,0.05866,55,0.1196,0.7721,1.018
